token,count_state,count_rest,count_total,log_odds_delta,z_score,state,comparison,state_docs_n,rest_docs_n
gun,1,341,342,-0.0054640995962156325,-0.08256620780283874,Tennessee,Tennessee_vs_rest,376,68291
professionals,1,341,342,-0.0054640995962156325,-0.08256620780283874,Tennessee,Tennessee_vs_rest,376,68291
jeans,1,341,342,-0.0054640995962156325,-0.08256620780283874,Tennessee,Tennessee_vs_rest,376,68291
primary,3,732,735,-0.0037307829189305863,-0.08266828359298342,Tennessee,Tennessee_vs_rest,376,68291
mark,3,732,735,-0.0037307829189305863,-0.08266828359298342,Tennessee,Tennessee_vs_rest,376,68291
cannot,9,1797,1806,-0.00238144718453448,-0.08273550071996784,Tennessee,Tennessee_vs_rest,376,68291
vertices,0,106,106,-0.00984673344867204,-0.08277505630150046,Tennessee,Tennessee_vs_rest,376,68291
booth,0,106,106,-0.00984673344867204,-0.08277505630150046,Tennessee,Tennessee_vs_rest,376,68291
evolve,0,106,106,-0.00984673344867204,-0.08277505630150046,Tennessee,Tennessee_vs_rest,376,68291
cambridge,0,106,106,-0.00984673344867204,-0.08277505630150046,Tennessee,Tennessee_vs_rest,376,68291
deck,0,106,106,-0.00984673344867204,-0.08277505630150046,Tennessee,Tennessee_vs_rest,376,68291
backdrop,0,106,106,-0.00984673344867204,-0.08277505630150046,Tennessee,Tennessee_vs_rest,376,68291
arch,0,106,106,-0.00984673344867204,-0.08277505630150046,Tennessee,Tennessee_vs_rest,376,68291
deaths,0,106,106,-0.00984673344867204,-0.08277505630150046,Tennessee,Tennessee_vs_rest,376,68291
activated,0,106,106,-0.00984673344867204,-0.08277505630150046,Tennessee,Tennessee_vs_rest,376,68291
variance,0,106,106,-0.00984673344867204,-0.08277505630150046,Tennessee,Tennessee_vs_rest,376,68291
ought,0,106,106,-0.00984673344867204,-0.08277505630150046,Tennessee,Tennessee_vs_rest,376,68291
jet,0,106,106,-0.00984673344867204,-0.08277505630150046,Tennessee,Tennessee_vs_rest,376,68291
arising,0,106,106,-0.00984673344867204,-0.08277505630150046,Tennessee,Tennessee_vs_rest,376,68291
beneficiaries,0,106,106,-0.00984673344867204,-0.08277505630150046,Tennessee,Tennessee_vs_rest,376,68291
beepflag,0,106,106,-0.00984673344867204,-0.08277505630150046,Tennessee,Tennessee_vs_rest,376,68291
vulnerabilities,0,106,106,-0.00984673344867204,-0.08277505630150046,Tennessee,Tennessee_vs_rest,376,68291
tropical,0,106,106,-0.00984673344867204,-0.08277505630150046,Tennessee,Tennessee_vs_rest,376,68291
alaska,0,106,106,-0.00984673344867204,-0.08277505630150046,Tennessee,Tennessee_vs_rest,376,68291
deduct,0,106,106,-0.00984673344867204,-0.08277505630150046,Tennessee,Tennessee_vs_rest,376,68291
charitable,0,106,106,-0.00984673344867204,-0.08277505630150046,Tennessee,Tennessee_vs_rest,376,68291
negotiations,0,106,106,-0.00984673344867204,-0.08277505630150046,Tennessee,Tennessee_vs_rest,376,68291
exhibition,0,106,106,-0.00984673344867204,-0.08277505630150046,Tennessee,Tennessee_vs_rest,376,68291
stink,0,106,106,-0.00984673344867204,-0.08277505630150046,Tennessee,Tennessee_vs_rest,376,68291
informal,0,106,106,-0.00984673344867204,-0.08277505630150046,Tennessee,Tennessee_vs_rest,376,68291
emerges,0,106,106,-0.00984673344867204,-0.08277505630150046,Tennessee,Tennessee_vs_rest,376,68291
sorcerer,0,106,106,-0.00984673344867204,-0.08277505630150046,Tennessee,Tennessee_vs_rest,376,68291
classlcstyledtexttext,0,106,106,-0.00984673344867204,-0.08277505630150046,Tennessee,Tennessee_vs_rest,376,68291
phases,0,106,106,-0.00984673344867204,-0.08277505630150046,Tennessee,Tennessee_vs_rest,376,68291
xxxx,0,106,106,-0.00984673344867204,-0.08277505630150046,Tennessee,Tennessee_vs_rest,376,68291
continues,3,733,736,-0.003739086202724451,-0.08290850046059235,Tennessee,Tennessee_vs_rest,376,68291
zoom,0,107,107,-0.009846735049089617,-0.08316460164671738,Tennessee,Tennessee_vs_rest,376,68291
distrchan,0,107,107,-0.009846735049089617,-0.08316460164671738,Tennessee,Tennessee_vs_rest,376,68291
unlikely,0,107,107,-0.009846735049089617,-0.08316460164671738,Tennessee,Tennessee_vs_rest,376,68291
yaebi,0,107,107,-0.009846735049089617,-0.08316460164671738,Tennessee,Tennessee_vs_rest,376,68291
cosplay,0,107,107,-0.009846735049089617,-0.08316460164671738,Tennessee,Tennessee_vs_rest,376,68291
aeons,0,107,107,-0.009846735049089617,-0.08316460164671738,Tennessee,Tennessee_vs_rest,376,68291
rats,0,107,107,-0.009846735049089617,-0.08316460164671738,Tennessee,Tennessee_vs_rest,376,68291
validity,0,107,107,-0.009846735049089617,-0.08316460164671738,Tennessee,Tennessee_vs_rest,376,68291
