token,count_state,count_rest,count_total,log_odds_delta,z_score,state,comparison,state_docs_n,rest_docs_n
down,63,5147,5210,0.010888367754591677,0.6436194583498381,South Carolina,South Carolina_vs_rest,823,68394
joined,11,312,323,0.0434605849552252,0.6429745377765675,South Carolina,South Carolina_vs_rest,823,68394
entrepreneurship,4,47,51,0.10830891355015027,0.642854763918024,South Carolina,South Carolina_vs_rest,823,68394
perplexity,6,103,109,0.07428947910664085,0.6414610451529275,South Carolina,South Carolina_vs_rest,823,68394
variance,6,103,109,0.07428947910664085,0.6414610451529275,South Carolina,South Carolina_vs_rest,823,68394
conclusion,18,737,755,0.028352055714414348,0.6397710866317992,South Carolina,South Carolina_vs_rest,823,68394
colab,3,27,30,0.13939928205750363,0.6372849759858471,South Carolina,South Carolina_vs_rest,823,68394
lakes,4,48,52,0.10612471056632877,0.635840567621618,South Carolina,South Carolina_vs_rest,823,68394
int,56,4394,4450,0.01162129085686292,0.634941478025111,South Carolina,South Carolina_vs_rest,823,68394
physiological,5,75,80,0.08516955577190366,0.6310359086134395,South Carolina,South Carolina_vs_rest,823,68394
taxation,5,75,80,0.08516955577190366,0.6310359086134395,South Carolina,South Carolina_vs_rest,823,68394
theres,18,751,769,0.027708406106006223,0.6309528510358539,South Carolina,South Carolina_vs_rest,823,68394
david,12,377,389,0.03872401442055029,0.6282485809151854,South Carolina,South Carolina_vs_rest,823,68394
vary,10,273,283,0.04534870926841528,0.6281773763957936,South Carolina,South Carolina_vs_rest,823,68394
chances,6,107,113,0.07143956749887437,0.6278035810672171,South Carolina,South Carolina_vs_rest,823,68394
bones,6,107,113,0.07143956749887437,0.6278035810672171,South Carolina,South Carolina_vs_rest,823,68394
uses,24,1215,1239,0.02171717823225272,0.627113383771784,South Carolina,South Carolina_vs_rest,823,68394
nickel,3,28,31,0.13476606796700352,0.6258994174323956,South Carolina,South Carolina_vs_rest,823,68394
tours,3,28,31,0.13476606796700352,0.6258994174323956,South Carolina,South Carolina_vs_rest,823,68394
german,15,558,573,0.0318147429710276,0.6257638147068894,South Carolina,South Carolina_vs_rest,823,68394
bored,6,108,114,0.07075798048054871,0.6244957488580962,South Carolina,South Carolina_vs_rest,823,68394
people,81,7533,7614,0.008721372531226734,0.6229962017126928,South Carolina,South Carolina_vs_rest,823,68394
branches,8,185,193,0.05435472589932644,0.6226470814857582,South Carolina,South Carolina_vs_rest,823,68394
tyranny,4,50,54,0.10199531488635571,0.6223767812447721,South Carolina,South Carolina_vs_rest,823,68394
seed,11,329,340,0.04094673433906948,0.621277752383217,South Carolina,South Carolina_vs_rest,823,68394
education,22,1071,1093,0.02284240939134996,0.6196368884750145,South Carolina,South Carolina_vs_rest,823,68394
economy,14,503,517,0.03314920847066816,0.6194619144624645,South Carolina,South Carolina_vs_rest,823,68394
supreme,12,386,398,0.03769288568336471,0.6184536879577671,South Carolina,South Carolina_vs_rest,823,68394
soviet,10,282,292,0.04374200503773196,0.6153271117872369,South Carolina,South Carolina_vs_rest,823,68394
pathos,3,29,32,0.13041718340365271,0.6150326048862264,South Carolina,South Carolina_vs_rest,823,68394
aisle,3,29,32,0.13041718340365271,0.6150326048862264,South Carolina,South Carolina_vs_rest,823,68394
mattered,3,29,32,0.13041718340365271,0.6150326048862264,South Carolina,South Carolina_vs_rest,823,68394
unitary,3,29,32,0.13041718340365271,0.6150326048862264,South Carolina,South Carolina_vs_rest,823,68394
simplify,6,111,117,0.06878234248197934,0.6148134831999272,South Carolina,South Carolina_vs_rest,823,68394
contrasting,5,79,84,0.08082958045040023,0.6132800816247571,South Carolina,South Carolina_vs_rest,823,68394
saying,21,1012,1033,0.02314085305613567,0.610288994212904,South Carolina,South Carolina_vs_rest,823,68394
pulse,7,150,157,0.05896249265988551,0.6096161914638707,South Carolina,South Carolina_vs_rest,823,68394
decreased,6,113,119,0.0675199793621406,0.608551296155722,South Carolina,South Carolina_vs_rest,823,68394
option,17,722,739,0.02711052787922341,0.6051194788471926,South Carolina,South Carolina_vs_rest,823,68394
solid,15,585,600,0.03006945386955806,0.6050426936824027,South Carolina,South Carolina_vs_rest,823,68394
