covariate,topic,spearman_rho_recomputed,p_value_recomputed,fdr_q_value_recomputed,n_states_recomputed,spearman_rho_c,p_value_c,fdr_q_value_c,n_states_c,rho_abs_diff,p_abs_diff,q_abs_diff
income,topic_30,-0.12844272844272847,0.4553297144672852,0.7853379306626771,36,-0.1284427284427284,0.4553297144672852,0.7853379306626771,36,8.326672684688674e-17,0.0,0.0
income,topic_31,-0.06435420568059283,0.7092339410234899,0.8773909543944624,36,-0.0643542056805928,0.7092339410234899,0.8773909543944624,36,2.7755575615628914e-17,0.0,0.0
income,topic_32,-0.14208494208494207,0.4084473082848146,0.7853379306626771,36,-0.142084942084942,0.4084473082848146,0.7853379306626771,36,8.326672684688674e-17,0.0,0.0
income,topic_33,-0.17293828792442717,0.3131494010240048,0.6799815565092676,36,-0.1729382879244271,0.3131494010240048,0.6799815565092676,36,8.326672684688674e-17,0.0,0.0
income,topic_34,-0.16059243509590762,0.3494579040979712,0.737744464206828,36,-0.1605924350959076,0.3494579040979712,0.737744464206828,36,2.7755575615628914e-17,0.0,0.0
income,topic_35,-0.20554733294381344,0.2291108412852253,0.6799815565092676,36,-0.2055473329438134,0.2291108412852253,0.6799815565092676,36,5.551115123125783e-17,0.0,0.0
income,topic_36,0.2509397136722129,0.13987947613027527,0.5383656107600943,36,0.2509397136722129,0.1398794761302752,0.5383656107600943,36,0.0,5.551115123125783e-17,0.0
income,topic_37,-0.18689664204252276,0.2750719091502836,0.6799815565092676,36,-0.1868966420425227,0.2750719091502836,0.6799815565092676,36,5.551115123125783e-17,0.0,0.0
income,topic_38,-0.24561876064378405,0.14875891876265762,0.5383656107600943,36,-0.245618760643784,0.1487589187626576,0.5383656107600943,36,5.551115123125783e-17,2.7755575615628914e-17,0.0
income,topic_39,-0.20412109833762115,0.23242854516740458,0.6799815565092676,36,-0.2041210983376211,0.2324285451674045,0.6799815565092676,36,5.551115123125783e-17,8.326672684688674e-17,0.0
income,topic_4,0.38338707239816916,0.020992216390932447,0.1772676050789851,36,0.3833870723981691,0.0209922163909324,0.1772676050789851,36,5.551115123125783e-17,4.85722573273506e-17,0.0
income,topic_40,-0.10979390559732634,0.5238342502286035,0.8285714018532455,36,-0.1097939055973263,0.5238342502286035,0.8285714018532455,36,4.163336342344337e-17,0.0,0.0
income,topic_41,0.10910532001879063,0.5264566666747076,0.8285714018532455,36,0.1091053200187906,0.5264566666747076,0.8285714018532455,36,2.7755575615628914e-17,0.0,0.0
income,topic_42,0.2461528794086503,0.14784948674708018,0.5383656107600943,36,0.2461528794086503,0.1478494867470801,0.5383656107600943,36,0.0,8.326672684688674e-17,0.0
income,topic_43,0.2574620260506847,0.12953424982137315,0.5383656107600943,36,0.2574620260506847,0.1295342498213731,0.5383656107600943,36,0.0,5.551115123125783e-17,0.0
income,topic_44,-0.09129279736217942,0.5964354439334753,0.8494379654630266,36,-0.0912927973621794,0.5964354439334753,0.8494379654630266,36,1.3877787807814457e-17,0.0,0.0
income,topic_45,0.01682219460902718,0.9224263604659424,0.9970261825050029,36,0.0168221946090271,0.9224263604659424,0.9970261825050027,36,7.979727989493313e-17,0.0,1.1102230246251565e-16
income,topic_46,0.12270613646579027,0.4758736487446809,0.7862260283607772,36,0.1227061364657902,0.4758736487446809,0.7862260283607772,36,6.938893903907228e-17,0.0,0.0
income,topic_47,0.1416385302025682,0.40993651482733634,0.7853379306626771,36,0.1416385302025682,0.4099365148273363,0.7853379306626771,36,0.0,5.551115123125783e-17,0.0
income,topic_48,0.2953187267816304,0.0803573752411385,0.46978157833280976,36,0.2953187267816304,0.0803573752411385,0.4697815783328097,36,0.0,0.0,5.551115123125783e-17
income,topic_49,0.13463442706068296,0.43370232338692616,0.7853379306626771,36,0.1346344270606829,0.4337023233869261,0.7853379306626771,36,5.551115123125783e-17,5.551115123125783e-17,0.0
income,topic_5,-0.17952253318357453,0.2947940715449026,0.6799815565092676,36,-0.1795225331835745,0.2947940715449026,0.6799815565092676,36,2.7755575615628914e-17,0.0,0.0
income,topic_50,0.26673555661857196,0.11581716744827229,0.5383656107600943,36,0.2667355566185719,0.1158171674482722,0.5383656107600943,36,5.551115123125783e-17,9.71445146547012e-17,0.0
income,topic_51,0.5711804444442046,0.000274501467071973,0.02086211149746995,36,0.5711804444442046,0.0002745014670719,0.0208621114974699,36,0.0,7.302101631689872e-17,4.85722573273506e-17
income,topic_52,-0.3081702079237118,0.067466194034148,0.427285895549604,36,-0.3081702079237118,0.067466194034148,0.427285895549604,36,0.0,0.0,0.0
income,topic_53,0.3501666556029527,0.03629098221098943,0.27581146480351965,36,0.3501666556029527,0.0362909822109894,0.2758114648035196,36,0.0,2.7755575615628914e-17,5.551115123125783e-17
income,topic_54,0.28515903416640703,0.0918388930294313,0.4985539907311985,36,0.285159034166407,0.0918388930294313,0.4985539907311985,36,5.551115123125783e-17,0.0,0.0
income,topic_55,0.09449121357939597,0.5835767428898444,0.8494379654630266,36,0.0944912135793959,0.5835767428898444,0.8494379654630266,36,6.938893903907228e-17,0.0,0.0
income,topic_56,-0.17355745517751997,0.3113933539750146,0.6799815565092676,36,-0.1735574551775199,0.3113933539750146,0.6799815565092676,36,8.326672684688674e-17,0.0,0.0
income,topic_57,0.06058887979441267,0.7255686042852655,0.8773909543944624,36,0.0605888797944126,0.7255686042852655,0.8773909543944624,36,6.938893903907228e-17,0.0,0.0
income,topic_58,0.20371904852570843,0.23336964520863687,0.6799815565092676,36,0.2037190485257084,0.2333696452086368,0.6799815565092676,36,2.7755575615628914e-17,8.326672684688674e-17,0.0
income,topic_59,0.1257249316772231,0.46500272210290094,0.7853379306626771,36,0.1257249316772231,0.4650027221029009,0.7853379306626771,36,0.0,5.551115123125783e-17,0.0
income,topic_6,-0.19602291050308573,0.2518828457470506,0.6799815565092676,36,-0.1960229105030857,0.2518828457470506,0.6799815565092676,36,2.7755575615628914e-17,0.0,0.0
income,topic_60,0.5171872110979268,0.0012380526242160858,0.032327702144109384,36,0.5171872110979268,0.001238052624216,0.0323277021441093,36,0.0,8.586881206085195e-17,8.326672684688674e-17
income,topic_61,0.09317120157543428,0.5888686760796836,0.8494379654630266,36,0.0931712015754342,0.5888686760796836,0.8494379654630266,36,8.326672684688674e-17,0.0,0.0
income,topic_62,0.3849072043838902,0.020446556433188674,0.1772676050789851,36,0.3849072043838902,0.0204465564331886,0.1772676050789851,36,0.0,7.28583859910259e-17,0.0
income,topic_63,0.516004525390542,0.0012760935056885284,0.032327702144109384,36,0.516004525390542,0.0012760935056885,0.0323277021441093,36,0.0,2.8406096919120216e-17,8.326672684688674e-17
income,topic_64,-0.43018275096378455,0.008825230979747408,0.13414351089216062,36,-0.4301827509637845,0.0088252309797474,0.1341435108921606,36,5.551115123125783e-17,8.673617379884035e-18,2.7755575615628914e-17
income,topic_65,0.005836264982778541,0.9730509941121177,0.9970261825050029,36,0.0058362649827785,0.9730509941121176,0.9970261825050027,36,4.0766001685454967e-17,1.1102230246251565e-16,1.1102230246251565e-16
income,topic_66,-0.029784178388716276,0.8630945063123234,0.99386640120813,36,-0.0297841783887162,0.8630945063123234,0.99386640120813,36,7.632783294297951e-17,0.0,0.0
income,topic_67,0.17712633300792294,0.30139270162375825,0.6799815565092676,36,0.1771263330079229,0.3013927016237582,0.6799815565092676,36,2.7755575615628914e-17,5.551115123125783e-17,0.0
income,topic_68,0.10688563651581887,0.5349534888785902,0.8285714018532455,36,0.1068856365158188,0.5349534888785902,0.8285714018532455,36,6.938893903907228e-17,0.0,0.0
income,topic_69,0.1262883083412834,0.46298866960503793,0.7853379306626771,36,0.1262883083412834,0.4629886696050379,0.7853379306626771,36,0.0,5.551115123125783e-17,0.0
income,topic_7,0.12798893309896592,0.4569372674524957,0.7853379306626771,36,0.1279889330989659,0.4569372674524957,0.7853379306626771,36,2.7755575615628914e-17,0.0,0.0
income,topic_70,0.08679462400849065,0.6147248434271904,0.8494379654630266,36,0.0867946240084906,0.6147248434271904,0.8494379654630266,36,5.551115123125783e-17,0.0,0.0
income,topic_71,0.0009466631443850904,0.9956280012224358,0.9970261825050029,36,0.000946663144385,0.9956280012224358,0.9970261825050027,36,9.042246118529107e-17,0.0,1.1102230246251565e-16
income,topic_72,0.41964754721893627,0.01083851135390197,0.1372878104827583,36,0.4196475472189362,0.0108385113539019,0.1372878104827583,36,5.551115123125783e-17,7.112366251504909e-17,0.0
income,topic_73,-0.06764711881252213,0.695052312074439,0.8773909543944624,36,-0.0676471188125221,0.695052312074439,0.8773909543944624,36,2.7755575615628914e-17,0.0,0.0
income,topic_74,0.3987478494122898,0.016000044706790048,0.17371477110229194,36,0.3987478494122898,0.01600004470679,0.1737147711022919,36,0.0,4.85722573273506e-17,5.551115123125783e-17
income,topic_75,-0.007782547018561982,0.9640690982319151,0.9970261825050029,36,-0.0077825470185619,0.9640690982319152,0.9970261825050027,36,8.153200337090993e-17,1.1102230246251565e-16,1.1102230246251565e-16
income,topic_8,0.077992277992278,0.6511763708986591,0.8682351611982121,36,0.077992277992278,0.6511763708986591,0.8682351611982121,36,0.0,0.0,0.0
income,topic_9,0.18666413842511198,0.27568027891541685,0.6799815565092676,36,0.1866641384251119,0.2756802789154168,0.6799815565092676,36,8.326672684688674e-17,5.551115123125783e-17,0.0
