state,topic,topic_proportion,topic_zscore,rank_within_topic_desc
Virginia,topic_merged_2,0.025078369905956112,-0.11015627133470803,10.0
Washington,topic_merged_2,0.0014705882352941176,-0.5495043583179976,29.0
Wisconsin,topic_merged_2,0.01834862385321101,-0.23539891782322897,12.0
Alabama,topic_merged_3,0.0,-0.5145257417862422,20.0
Arizona,topic_merged_3,0.001669449081803005,-0.26493815508107504,15.0
Arkansas,topic_merged_3,0.008403361344537815,0.7418016904523721,3.0
California,topic_merged_3,0.007641365257259297,0.6278810165152997,5.0
Colorado,topic_merged_3,0.0,-0.5145257417862422,20.0
Connecticut,topic_merged_3,0.002954694681549573,-0.07279012789013058,11.0
District of Columbia,topic_merged_3,0.0,-0.5145257417862422,20.0
Florida,topic_merged_3,0.001838235294117647,-0.2397041159840453,14.0
Georgia,topic_merged_3,0.0006101281269066504,-0.4233097781276729,18.0
Illinois,topic_merged_3,0.0,-0.5145257417862422,20.0
Indiana,topic_merged_3,0.007936507936507936,0.6720057219946712,4.0
Iowa,topic_merged_3,0.0,-0.5145257417862422,20.0
Kansas,topic_merged_3,0.027777777777777776,3.638334381446955,2.0
Kentucky,topic_merged_3,0.0,-0.5145257417862422,20.0
Louisiana,topic_merged_3,0.0,-0.5145257417862422,20.0
Maryland,topic_merged_3,0.005,0.23298908039573338,9.0
Massachusetts,topic_merged_3,0.0027008777852802163,-0.11073650630644444,13.0
Michigan,topic_merged_3,0.0,-0.5145257417862422,20.0
Minnesota,topic_merged_3,0.0,-0.5145257417862422,20.0
Missouri,topic_merged_3,0.001652892561983471,-0.26741340387484536,16.0
Nebraska,topic_merged_3,0.0,-0.5145257417862422,20.0
Nevada,topic_merged_3,0.0,-0.5145257417862422,20.0
New Jersey,topic_merged_3,0.0038022813688212928,0.05392659447381525,10.0
New York,topic_merged_3,0.005090909090909091,0.24658025898086025,8.0
North Carolina,topic_merged_3,0.001141552511415525,-0.34386025726980946,17.0
Ohio,topic_merged_3,0.02993348115299335,3.9606184264872257,1.0
Oklahoma,topic_merged_3,0.0,-0.5145257417862422,20.0
Oregon,topic_merged_3,0.0029239766081871343,-0.07738257091958985,12.0
Pennsylvania,topic_merged_3,0.0,-0.5145257417862422,20.0
South Carolina,topic_merged_3,0.005263157894736842,0.27233196577373203,7.0
Tennessee,topic_merged_3,0.0,-0.5145257417862422,20.0
Texas,topic_merged_3,0.0005630630630630631,-0.4303461446936774,19.0
Utah,topic_merged_3,0.006993006993006993,0.5309495339927446,6.0
Virginia,topic_merged_3,0.0,-0.5145257417862422,20.0
Washington,topic_merged_3,0.0,-0.5145257417862422,20.0
Wisconsin,topic_merged_3,0.0,-0.5145257417862422,20.0
Alabama,topic_merged_4,0.0,-0.1958628358116477,11.0
Arizona,topic_merged_4,0.001669449081803005,-0.05383044071788206,3.0
Arkansas,topic_merged_4,0.0,-0.1958628358116477,11.0
California,topic_merged_4,0.0005094243504839531,-0.15252233420127298,9.0
Colorado,topic_merged_4,0.0,-0.1958628358116477,11.0
Connecticut,topic_merged_4,0.000984898227183191,-0.11207025078751874,5.0
District of Columbia,topic_merged_4,0.0,-0.1958628358116477,11.0
Florida,topic_merged_4,0.0006127450980392157,-0.14373207315161976,6.0
Georgia,topic_merged_4,0.0006101281269066504,-0.1439547182636516,7.0
Illinois,topic_merged_4,0.001199040767386091,-0.09385155923950668,4.0
Indiana,topic_merged_4,0.0,-0.1958628358116477,11.0
Iowa,topic_merged_4,0.0,-0.1958628358116477,11.0
Kansas,topic_merged_4,0.0,-0.1958628358116477,11.0
Kentucky,topic_merged_4,0.0,-0.1958628358116477,11.0
Louisiana,topic_merged_4,0.0,-0.1958628358116477,11.0
Maryland,topic_merged_4,0.0,-0.1958628358116477,11.0
Massachusetts,topic_merged_4,0.0,-0.1958628358116477,11.0
Michigan,topic_merged_4,0.07166361974405851,5.901091940637516,1.0
Minnesota,topic_merged_4,0.0,-0.1958628358116477,11.0
Missouri,topic_merged_4,0.0,-0.1958628358116477,11.0
Nebraska,topic_merged_4,0.0,-0.1958628358116477,11.0
Nevada,topic_merged_4,0.0,-0.1958628358116477,11.0
New Jersey,topic_merged_4,0.0,-0.1958628358116477,11.0
New York,topic_merged_4,0.0003636363636363636,-0.16492559775304202,10.0
North Carolina,topic_merged_4,0.0,-0.1958628358116477,11.0
Ohio,topic_merged_4,0.0,-0.1958628358116477,11.0
Oklahoma,topic_merged_4,0.0,-0.1958628358116477,11.0
Oregon,topic_merged_4,0.0,-0.1958628358116477,11.0
Pennsylvania,topic_merged_4,0.0,-0.1958628358116477,11.0
South Carolina,topic_merged_4,0.0,-0.1958628358116477,11.0
Tennessee,topic_merged_4,0.0,-0.1958628358116477,11.0
Texas,topic_merged_4,0.0005630630630630631,-0.14795889174567609,8.0
Utah,topic_merged_4,0.0,-0.1958628358116477,11.0
Virginia,topic_merged_4,0.004702194357366771,0.20418765632549474,2.0
Washington,topic_merged_4,0.0,-0.1958628358116477,11.0
Wisconsin,topic_merged_4,0.0,-0.1958628358116477,11.0
Alabama,topic_merged_5,0.0,-0.8977371765745042,27.0
Arizona,topic_merged_5,0.008347245409015025,0.3112362182078355,11.0
Arkansas,topic_merged_5,0.0,-0.8977371765745042,27.0
California,topic_merged_5,0.007301749023603328,0.15981173595423495,13.0
Colorado,topic_merged_5,0.0,-0.8977371765745042,27.0
Connecticut,topic_merged_5,0.0006565988181221273,-0.8026386784163136,25.0
District of Columbia,topic_merged_5,0.01639344262295082,1.476607293834091,5.0
Florida,topic_merged_5,0.006740196078431373,0.07847920801138267,14.0
Georgia,topic_merged_5,0.004881025015253203,-0.19079385652606348,17.0
Illinois,topic_merged_5,0.005995203836930456,-0.02942175274402279,16.0
Indiana,topic_merged_5,0.0,-0.8977371765745042,27.0
Iowa,topic_merged_5,0.0,-0.8977371765745042,27.0
Kansas,topic_merged_5,0.0,-0.8977371765745042,27.0
Kentucky,topic_merged_5,0.023255813953488372,2.4705189326097816,2.0
Louisiana,topic_merged_5,0.0,-0.8977371765745042,27.0
Maryland,topic_merged_5,0.01,0.5506129503747388,7.0
Massachusetts,topic_merged_5,0.0013504388926401081,-0.7021463424152546,24.0
Michigan,topic_merged_5,0.00018281535648994517,-0.8712591120964558,26.0
Minnesota,topic_merged_5,0.0,-0.8977371765745042,27.0
Missouri,topic_merged_5,0.008264462809917356,0.29924639941660575,12.0
Nebraska,topic_merged_5,0.017543859649122806,1.6432279584241676,4.0
Nevada,topic_merged_5,0.008982035928143712,0.4031761111044565,8.0
New Jersey,topic_merged_5,0.0038022813688212928,-0.34703370625159813,19.0
New York,topic_merged_5,0.0047272727272727275,-0.2130625711075893,18.0
North Carolina,topic_merged_5,0.003424657534246575,-0.4017268591261333,21.0
Ohio,topic_merged_5,0.0033259423503325942,-0.41602427404149656,22.0
Oklahoma,topic_merged_5,0.025,2.7231381407986035,1.0
Oregon,topic_merged_5,0.0,-0.8977371765745042,27.0
Pennsylvania,topic_merged_5,0.0016196205460434984,-0.6631594142273339,23.0
South Carolina,topic_merged_5,0.013157894736842105,1.0079866746744996,6.0
Tennessee,topic_merged_5,0.0,-0.8977371765745042,27.0
Texas,topic_merged_5,0.008445945945945946,0.3255315117272214,10.0
Utah,topic_merged_5,0.02097902097902098,2.140759593249083,3.0
Virginia,topic_merged_5,0.006269592476489028,0.010319329349786037,15.0
Washington,topic_merged_5,0.008823529411764706,0.3802188177924749,9.0
Wisconsin,topic_merged_5,0.003669724770642202,-0.36623254283166273,20.0
Alabama,topic_merged_6,0.0,-0.9560748944903229,33.0
Arizona,topic_merged_6,0.015025041736227046,-0.4146480681318402,22.0
Arkansas,topic_merged_6,0.01680672268907563,-0.3504452605244385,20.0
California,topic_merged_6,0.014433689930378673,-0.43595740870624056,23.0
Colorado,topic_merged_6,0.004098360655737705,-0.8083906189945437,29.0
Connecticut,topic_merged_6,0.006565988181221274,-0.7194697518706898,27.0
District of Columbia,topic_merged_6,0.03278688524590164,0.22539930947591083,10.0
Florida,topic_merged_6,0.00980392156862745,-0.6027909413435569,26.0
Georgia,topic_merged_6,0.004270896888346553,-0.8021732821981992,28.0
Illinois,topic_merged_6,0.015587529976019185,-0.3943788250987022,21.0
Indiana,topic_merged_6,0.0,-0.9560748944903229,33.0
Iowa,topic_merged_6,0.0,-0.9560748944903229,33.0
Kansas,topic_merged_6,0.027777777777777776,0.04489630609218058,12.0
Kentucky,topic_merged_6,0.06976744186046512,1.557992306972709,4.0
Louisiana,topic_merged_6,0.12790697674418605,3.6530483081919027,1.0
Maryland,topic_merged_6,0.08,1.9267221631872873,3.0
Massachusetts,topic_merged_6,0.0027008777852802163,-0.8587488628334151,31.0
Michigan,topic_merged_6,0.0,-0.9560748944903229,33.0
Minnesota,topic_merged_6,0.08737864077669903,2.1926112121963874,2.0
Missouri,topic_merged_6,0.05950413223140496,1.188154321964098,5.0
Nebraska,topic_merged_6,0.02631578947368421,-0.0077863886753196075,14.0
Nevada,topic_merged_6,0.03293413173652695,0.23070533135001073,9.0
New Jersey,topic_merged_6,0.010139416983523447,-0.5907013764069757,24.0
New York,topic_merged_6,0.02509090909090909,-0.05192490821870881,16.0
North Carolina,topic_merged_6,0.0365296803652968,0.36027079394694195,8.0
Ohio,topic_merged_6,0.009977827050997782,-0.5965242636824171,25.0
Oklahoma,topic_merged_6,0.025,-0.05520081396606967,17.0
Oregon,topic_merged_6,0.0029239766081871343,-0.8507095049553226,30.0
Pennsylvania,topic_merged_6,0.0023137436372049976,-0.8726992276208873,32.0
South Carolina,topic_merged_6,0.02631578947368421,-0.0077863886753196075,14.0
Tennessee,topic_merged_6,0.0223463687150838,-0.1508243197200407,18.0
Texas,topic_merged_6,0.04222972972972973,0.5656718631519966,6.0
Utah,topic_merged_6,0.027972027972027972,0.051896104697652684,11.0
Virginia,topic_merged_6,0.0219435736677116,-0.1653390244376869,19.0
Washington,topic_merged_6,0.041176470588235294,0.5277177087260941,7.0
Wisconsin,topic_merged_6,0.027522935779816515,0.03571308406848799,13.0
Alabama,topic_merged_7,0.0,-0.1932247059643035,17.0
Arizona,topic_merged_7,0.001669449081803005,-0.13707496046912623,7.0
Arkansas,topic_merged_7,0.0,-0.1932247059643035,17.0
California,topic_merged_7,0.0015282730514518594,-0.14182323237549374,9.0
Colorado,topic_merged_7,0.0,-0.1932247059643035,17.0
Connecticut,topic_merged_7,0.0006565988181221273,-0.17114085990283853,13.0
District of Columbia,topic_merged_7,0.0,-0.1932247059643035,17.0
Florida,topic_merged_7,0.0006127450980392157,-0.1726158226606202,14.0
Georgia,topic_merged_7,0.0006101281269066504,-0.17270384107619416,15.0
Illinois,topic_merged_7,0.001199040767386091,-0.15289653144198795,10.0
Indiana,topic_merged_7,0.0,-0.1932247059643035,17.0
Iowa,topic_merged_7,0.0,-0.1932247059643035,17.0
Kansas,topic_merged_7,0.0,-0.1932247059643035,17.0
Kentucky,topic_merged_7,0.0,-0.1932247059643035,17.0
Louisiana,topic_merged_7,0.0,-0.1932247059643035,17.0
Maryland,topic_merged_7,0.0,-0.1932247059643035,17.0
Massachusetts,topic_merged_7,0.0,-0.1932247059643035,17.0
Michigan,topic_merged_7,0.00018281535648994517,-0.1870759495563307,16.0
Minnesota,topic_merged_7,0.0,-0.1932247059643035,17.0
Missouri,topic_merged_7,0.001652892561983471,-0.1376318174492437,8.0
Nebraska,topic_merged_7,0.0,-0.1932247059643035,17.0
Nevada,topic_merged_7,0.0,-0.1932247059643035,17.0
New Jersey,topic_merged_7,0.0025348542458808617,-0.10796818492092916,4.0
New York,topic_merged_7,0.002181818181818182,-0.11984209312442456,6.0
North Carolina,topic_merged_7,0.1815068493150685,5.911521767444574,1.0
Ohio,topic_merged_7,0.0011086474501108647,-0.15593679293590973,11.0
Oklahoma,topic_merged_7,0.0,-0.1932247059643035,17.0
Oregon,topic_merged_7,0.0029239766081871343,-0.09488056107655152,3.0
Pennsylvania,topic_merged_7,0.0006941230911614993,-0.1698787798525882,12.0
South Carolina,topic_merged_7,0.0,-0.1932247059643035,17.0
Tennessee,topic_merged_7,0.0,-0.1932247059643035,17.0
Texas,topic_merged_7,0.0022522522522522522,-0.11747313490211617,5.0
Utah,topic_merged_7,0.0,-0.1932247059643035,17.0
Virginia,topic_merged_7,0.0,-0.1932247059643035,17.0
Washington,topic_merged_7,0.0,-0.1932247059643035,17.0
Wisconsin,topic_merged_7,0.005504587155963303,-0.008085086414150218,2.0
Alabama,topic_merged_8,0.03225806451612903,-0.14019519415820675,19.0
Arizona,topic_merged_8,0.03672787979966611,0.031641525725495195,13.0
Arkansas,topic_merged_8,0.025210084033613446,-0.41114640155607796,23.0
California,topic_merged_8,0.026659874341993548,-0.355410941518437,21.0
Colorado,topic_merged_8,0.07377049180327869,1.4557005838412977,4.0
Connecticut,topic_merged_8,0.0016414970453053185,-1.317212631022218,35.0
District of Columbia,topic_merged_8,0.01639344262295082,-0.7500916698268072,28.0
Florida,topic_merged_8,0.032475490196078434,-0.1318365230966537,18.0
Georgia,topic_merged_8,0.03599755948749237,0.003565231975595914,14.0
Illinois,topic_merged_8,0.10671462829736211,2.7221986369922893,2.0
Indiana,topic_merged_8,0.06349206349206349,1.0605586608485986,5.0
Iowa,topic_merged_8,0.045454545454545456,0.36712778332976553,10.0
Kansas,topic_merged_8,0.013888888888888888,-0.8463762523281928,31.0
Kentucky,topic_merged_8,0.046511627906976744,0.40776605801226457,8.0
Louisiana,topic_merged_8,0.03488372093023256,-0.03925496349522519,16.0
Maryland,topic_merged_8,0.04,0.15743428596807035,12.0
Massachusetts,topic_merged_8,0.010803511141120865,-0.9649899216069543,32.0
Michigan,topic_merged_8,0.0014625228519195613,-1.324093080522785,36.0
Minnesota,topic_merged_8,0.04854368932038835,0.48588623652813656,7.0
Missouri,topic_merged_8,0.019834710743801654,-0.6177962194297119,26.0
Nebraska,topic_merged_8,0.043859649122807015,0.30581389521231067,11.0
Nevada,topic_merged_8,0.03293413173652695,-0.11420459584378621,17.0
New Jersey,topic_merged_8,0.02788339670468948,-0.30837408290721197,20.0
New York,topic_merged_8,0.025818181818181817,-0.38776880717233725,22.0
North Carolina,topic_merged_8,0.09360730593607305,2.2183032547115493,3.0
Ohio,topic_merged_8,0.02106430155210643,-0.5705260666615545,25.0
Oklahoma,topic_merged_8,0.025,-0.4192228317765914,24.0
Oregon,topic_merged_8,0.014619883040935672,-0.8182740536076927,30.0
Pennsylvania,topic_merged_8,0.007866728366496992,-1.0778910342907393,34.0
South Carolina,topic_merged_8,0.010526315789473684,-0.9756463664424933,33.0
Tennessee,topic_merged_8,0.01675977653631285,-0.7360083992527092,27.0
Texas,topic_merged_8,0.05574324324324324,0.7626645041415216,6.0
Utah,topic_merged_8,0.03496503496503497,-0.036128942365802066,15.0
Virginia,topic_merged_8,0.10893416927899686,2.8075262440046664,1.0
Washington,topic_merged_8,0.045588235294117645,0.3722673298337285,9.0
Wisconsin,topic_merged_8,0.014678899082568808,-0.8160052522431018,29.0
Alabama,topic_merged_9,0.0,-0.23778993783790162,14.0
Arizona,topic_merged_9,0.01001669449081803,0.37647166169243984,2.0
Arkansas,topic_merged_9,0.008403361344537815,0.27753596989133444,4.0
California,topic_merged_9,0.00033961623365596876,-0.21696338561518838,12.0
Colorado,topic_merged_9,0.0,-0.23778993783790162,14.0
Connecticut,topic_merged_9,0.0,-0.23778993783790162,14.0
District of Columbia,topic_merged_9,0.0,-0.23778993783790162,14.0
Florida,topic_merged_9,0.0006127450980392157,-0.20021409039931148,11.0
Georgia,topic_merged_9,0.0,-0.23778993783790162,14.0
Illinois,topic_merged_9,0.0,-0.23778993783790162,14.0
Indiana,topic_merged_9,0.0,-0.23778993783790162,14.0
Iowa,topic_merged_9,0.0,-0.23778993783790162,14.0
Kansas,topic_merged_9,0.0,-0.23778993783790162,14.0
Kentucky,topic_merged_9,0.0,-0.23778993783790162,14.0
Louisiana,topic_merged_9,0.0,-0.23778993783790162,14.0
Maryland,topic_merged_9,0.0,-0.23778993783790162,14.0
Massachusetts,topic_merged_9,0.0,-0.23778993783790162,14.0
Michigan,topic_merged_9,0.0,-0.23778993783790162,14.0
Minnesota,topic_merged_9,0.0,-0.23778993783790162,14.0
Missouri,topic_merged_9,0.001652892561983471,-0.13642831301182048,8.0
Nebraska,topic_merged_9,0.0,-0.23778993783790162,14.0
Nevada,topic_merged_9,0.0,-0.23778993783790162,14.0
New Jersey,topic_merged_9,0.0012674271229404308,-0.16006651195731975,9.0
New York,topic_merged_9,0.0007272727272727272,-0.1931908229144259,10.0
North Carolina,topic_merged_9,0.00228310502283105,-0.09778130080644251,7.0
Ohio,topic_merged_9,0.009977827050997782,0.3740881632463687,3.0
Oklahoma,topic_merged_9,0.0,-0.23778993783790162,14.0
Oregon,topic_merged_9,0.0,-0.23778993783790162,14.0
Pennsylvania,topic_merged_9,0.00023137436372049977,-0.22360118656076625,13.0
South Carolina,topic_merged_9,0.002631578947368421,-0.07641156147006191,5.0
Tennessee,topic_merged_9,0.0,-0.23778993783790162,14.0
Texas,topic_merged_9,0.0990990990990991,5.839341712770837,1.0
Utah,topic_merged_9,0.0,-0.23778993783790162,14.0
Virginia,topic_merged_9,0.0023510971786833857,-0.09361176459390688,6.0
Washington,topic_merged_9,0.0,-0.23778993783790162,14.0
Wisconsin,topic_merged_9,0.0,-0.23778993783790162,14.0
Alabama,topic_merged_10,0.0,-0.19990898880392785,10.0
Arizona,topic_merged_10,0.14524207011686144,5.89754945130661,1.0
Arkansas,topic_merged_10,0.0,-0.19990898880392785,10.0
California,topic_merged_10,0.006282900322635422,0.06385565989463902,3.0
Colorado,topic_merged_10,0.0,-0.19990898880392785,10.0
Connecticut,topic_merged_10,0.0006565988181221273,-0.17234408283622787,7.0
District of Columbia,topic_merged_10,0.0,-0.19990898880392785,10.0
Florida,topic_merged_10,0.0006127450980392157,-0.17418512128627647,8.0
Georgia,topic_merged_10,0.0012202562538133007,-0.14868098174009986,6.0
Illinois,topic_merged_10,0.0,-0.19990898880392785,10.0
Indiana,topic_merged_10,0.007936507936507936,0.13327634285327083,2.0
Iowa,topic_merged_10,0.0,-0.19990898880392785,10.0
Kansas,topic_merged_10,0.0,-0.19990898880392785,10.0
Kentucky,topic_merged_10,0.0,-0.19990898880392785,10.0
Louisiana,topic_merged_10,0.0,-0.19990898880392785,10.0
Maryland,topic_merged_10,0.0,-0.19990898880392785,10.0
Massachusetts,topic_merged_10,0.0,-0.19990898880392785,10.0
Michigan,topic_merged_10,0.0,-0.19990898880392785,10.0
Minnesota,topic_merged_10,0.0,-0.19990898880392785,10.0
Missouri,topic_merged_10,0.0,-0.19990898880392785,10.0
Nebraska,topic_merged_10,0.0,-0.19990898880392785,10.0
Nevada,topic_merged_10,0.0,-0.19990898880392785,10.0
New Jersey,topic_merged_10,0.0,-0.19990898880392785,10.0
New York,topic_merged_10,0.0,-0.19990898880392785,10.0
North Carolina,topic_merged_10,0.0,-0.19990898880392785,10.0
Ohio,topic_merged_10,0.0033259423503325942,-0.06028143296532352,5.0
Oklahoma,topic_merged_10,0.0,-0.19990898880392785,10.0
Oregon,topic_merged_10,0.0,-0.19990898880392785,10.0
Pennsylvania,topic_merged_10,0.0,-0.19990898880392785,10.0
South Carolina,topic_merged_10,0.0,-0.19990898880392785,10.0
Tennessee,topic_merged_10,0.00558659217877095,0.03462370275365337,4.0
Texas,topic_merged_10,0.0005630630630630631,-0.17627084027419415,9.0
Utah,topic_merged_10,0.0,-0.19990898880392785,10.0
Virginia,topic_merged_10,0.0,-0.19990898880392785,10.0
Washington,topic_merged_10,0.0,-0.19990898880392785,10.0
Wisconsin,topic_merged_10,0.0,-0.19990898880392785,10.0
Alabama,topic_merged_11,0.06451612903225806,1.7249346433431825,4.0
Arizona,topic_merged_11,0.01001669449081803,-0.6244984223710133,26.0
Arkansas,topic_merged_11,0.03361344537815126,0.39274124707852986,7.0
California,topic_merged_11,0.011037527593818985,-0.5804910107905793,24.0
Colorado,topic_merged_11,0.02459016393442623,0.003753802281955754,13.0
Connecticut,topic_merged_11,0.001969796454366382,-0.9713946513382101,34.0
District of Columbia,topic_merged_11,0.04918032786885246,1.0638188235978105,5.0
Florida,topic_merged_11,0.00980392156862745,-0.633670916417774,27.0
Georgia,topic_merged_11,0.005491153142159854,-0.8195913912110784,32.0
